series1,series2,log,i1test,urtest,alpha,alpha.se,beta,beta.se,rho,rho.raw,rho.se,s1.i1.stat,s1.i1.p,s2.i1.stat,s2.i1.p,r.stat,r.p,eps.ljungbox.stat,eps.ljungbox.p,s1.dsd,s2.dsd,residuals.sd,eps.sd,is.cointegrated
EFX,OXY,FALSE,pp,pp,71.6364555543581,0.64848397007743,-0.123609319740129,0.00495097302619524,0.986556423242247,0.98135147651534,0.00497681377571788,-14.6692332625203,0.291466592507114,-18.4752490333066,0.0945071709193071,-23.1186392040974,0.0319414543091784,0.809361041606387,0.36830922637646,1.35605410097163,0.827415097556381,4.8688286096167,0.880353625865333,TRUE
EQIX,OXY,FALSE,pp,pp,69.1913851961796,0.570904685827472,-0.0340420138278826,0.0013349243860662,0.987938318144903,0.982728342557381,0.00489235825469138,-11.3330606846269,0.477564711044071,-18.4752490333066,0.0945071709193071,-21.0832668078299,0.0474348935622559,1.46776258716097,0.225699039072862,3.84328882533592,0.827415097556381,4.83535638737379,0.859438500034225,TRUE
EQR,OXY,FALSE,pp,pp,81.1449197358116,0.969618398074503,-0.395690945161536,0.0160687239200407,0.986281867899442,0.981077920308249,0.0050407279812437,-9.00504672983746,0.607425803897867,-18.4752490333066,0.0945071709193071,-22.3603344024054,0.0377137392246452,3.1315742894062,0.0767895536938443,0.599979432370284,0.827415097556381,4.89022181247787,0.895562992835303,TRUE
ESS,OXY,FALSE,pp,pp,77.0351813147811,0.784114152542257,-0.0924118266047676,0.00350751518521384,0.985961108932905,0.980758328617263,0.00502491826697298,-17.0237523794846,0.160126990764134,-18.4752490333066,0.0945071709193071,-22.4094863482633,0.0373395901555529,3.4339691659416,0.0638684306764324,2.10975419300525,0.827415097556381,4.78237977916068,0.873037495201224,TRUE
EXPE,OXY,FALSE,pp,pp,72.5490075433519,0.642336224453251,-0.129147586138354,0.00453318352566557,0.983507708810436,0.978313856675383,0.00541648151735639,-16.0951748482529,0.211924830187369,-18.4752490333066,0.0945071709193071,-27.0451078556925,0.0151673929877009,0.782631445595655,0.376337556508021,2.02209078055479,0.827415097556381,4.64858862442786,0.914710835394911,TRUE
FCX,OXY,FALSE,pp,pp,50.2126930242776,0.450241635420484,0.512481227602498,0.0118875114218576,0.982552759310873,0.977362382337294,0.00536883157174972,-3.62279063071664,0.9061843099478,-18.4752490333066,0.0945071709193071,-28.6489509420466,0.0100024528980894,1.28386772617182,0.257181133776302,0.469942617838358,0.827415097556381,3.80624652627156,0.742332316701012,TRUE
FLS,OXY,FALSE,pp,pp,36.5967994317344,0.611693793245951,0.475179149327221,0.00968512631921645,0.982943903666117,0.977752103277169,0.00570831784821073,-9.3676816371115,0.587197331783832,-18.4752490333066,0.0945071709193071,-27.3282835624586,0.0142438180154967,1.37314333614526,0.241272548440388,0.84803168323322,0.827415097556381,3.51481511431579,0.728877341726858,TRUE
FTI,OXY,FALSE,pp,pp,41.5415716765058,0.566810399213445,0.547100011112086,0.0127778743600699,0.987701816188281,0.982492701256206,0.00498433548243443,-11.6199927188426,0.46155909069057,-18.4752490333066,0.0945071709193071,-21.9075747712227,0.0411601865945906,0.747297633380092,0.387333167062316,0.650485184108022,0.827415097556381,3.82150876271993,0.692038135579775,TRUE
HAS,OXY,FALSE,pp,pp,71.1519234959273,0.622665242058122,-0.171737078902535,0.00667569482724908,0.986291829211021,0.981087845369569,0.00497403710682914,-16.9820135633493,0.162455262150397,-18.4752490333066,0.0945071709193071,-23.1129445071788,0.0319848028585324,1.74292461364136,0.186768685127618,1.05772056068999,0.827415097556381,4.82128303886841,0.871265020344455,TRUE
HES,OXY,FALSE,pp,pp,38.6289277812516,0.4768355676296,0.370660817073409,0.00615362408105816,0.985080567720544,0.979880991786807,0.00546639553477471,-13.7656578998861,0.341869762911672,-18.4752490333066,0.0945071709193071,-23.2676930123827,0.0308068432039368,5.63603781196999,0.0175949264195205,1.13905888917589,0.827415097556381,3.05027350059746,0.605763844360132,TRUE
HOLX,OXY,FALSE,pp,pp,75.1778620207923,0.682759290049752,-0.462909510955868,0.01546566663476,0.983089843547182,0.977897512067687,0.00541254998671517,-11.1812842338392,0.486031093184185,-18.4752490333066,0.0945071709193071,-27.5440323875389,0.0135401551999173,1.9023144823482,0.167819483475816,0.49639020754448,0.827415097556381,4.55928385057729,0.896498783323128,TRUE
HRL,OXY,FALSE,pp,pp,71.9766902308137,0.699223298619822,-0.440413933899577,0.019875354012732,0.987980397137153,0.982770268419761,0.00473851488592937,-7.00383637937808,0.719057163583804,-18.4752490333066,0.0945071709193071,-21.1762953178872,0.0467267521076404,2.09393302234237,0.14788492148352,0.361204218810985,0.827415097556381,5.04375449607436,0.868346156854391,TRUE
HSIC,OXY,FALSE,pp,pp,76.3472603509539,0.845312220978102,-0.296582173454641,0.0129669945393233,0.986794502155823,0.981588689034757,0.0049115456701478,-4.82317149042078,0.840698842339767,-18.4752490333066,0.0945071709193071,-22.6035417711281,0.0358624226792717,2.20034817760273,0.13797956872848,0.686939292731638,0.827415097556381,4.99956493298851,0.891998904734358,TRUE
INCY,OXY,FALSE,pp,pp,68.4897236179685,0.5563199830839,-0.104268568258368,0.00382723629201325,0.984343641704076,0.979146747521471,0.00521735877880815,-8.06121196511775,0.660074721129548,-18.4752490333066,0.0945071709193071,-24.6525892665969,0.0229705704376921,1.92105902283337,0.165739961318032,2.41628909306274,0.827415097556381,4.72625605032508,0.895754152228861,TRUE
JNPR,OXY,FALSE,pp,pp,77.88617378618,1.11054352747321,-0.79120202579701,0.0446179819591693,0.988301465739081,0.983090168619343,0.0048667660046247,-19.601003409009,0.0779559664396355,-18.4752490333066,0.0945071709193071,-20.9407578854423,0.0485196844025384,1.41602488200454,0.234058797675588,0.395141664955523,0.827415097556381,5.30950986009772,0.938777444009949,TRUE
KMB,OXY,FALSE,pp,pp,79.5814798880125,1.03587578194838,-0.198504413114567,0.00949277940847395,0.987800711575673,0.982591236752902,0.00476673395870304,-11.1991887669281,0.485032343915875,-18.4752490333066,0.0945071709193071,-20.9404285294549,0.0485221914901814,2.77227093330681,0.0959100039038553,0.993618060718815,0.827415097556381,5.12038067146145,0.886750426166051,TRUE
LEG,OXY,FALSE,pp,pp,75.5168237198383,0.753508280110357,-0.423808359627872,0.0163687606946713,0.985092400760994,0.979892781765581,0.00513701437323586,-8.94489583985804,0.610781136151261,-18.4752490333066,0.0945071709193071,-24.6040129221323,0.0231290017399426,2.84337815711162,0.0917511341034357,0.453604526691741,0.827415097556381,4.81091072876475,0.897849074297231,TRUE
LLY,OXY,FALSE,pp,pp,77.0245161537719,0.793826570013203,-0.265826825533381,0.0101164079908654,0.984616497097798,0.979418609965773,0.00519686825375861,-15.9853728713555,0.218049795498711,-18.4752490333066,0.0945071709193071,-24.3290555906419,0.0240257725565098,2.92897545901836,0.0870026892575962,0.877677797451062,0.827415097556381,4.78676383303861,0.903748169696332,TRUE
LOW,OXY,FALSE,pp,pp,71.2388198376036,0.7050406645161,-0.182061860985626,0.00883650494631489,0.988702034114839,0.983489279284732,0.00468689678169928,-17.2430435445376,0.147894508098656,-18.4752490333066,0.0945071709193071,-20.8302381133376,0.0493609709300099,1.44686551536083,0.229031573744836,0.887616109664282,0.827415097556381,5.13911575162136,0.87510631419606,TRUE
MAA,OXY,FALSE,pp,pp,74.9496983039391,0.723856581010928,-0.206770414472883,0.00793902587190677,0.9868623326935,0.981656272729987,0.00495783634588792,-14.3787193858826,0.307672014915235,-18.4752490333066,0.0945071709193071,-22.1183373736311,0.0395558425525744,1.92193185015624,0.165643850716074,0.839530356886791,0.827415097556381,4.80129403302529,0.864837928769221,TRUE
MHK,OXY,FALSE,pp,pp,71.5410946868372,0.701643672111409,-0.0627921777145027,0.00292974326320198,0.988047431283916,0.982837058622228,0.00476546702759421,-20.4467732864587,0.0655211844955889,-18.4752490333066,0.0945071709193071,-20.7569781960494,0.0499186320638015,2.15052271332731,0.142521360206058,2.52863215327301,0.827415097556381,5.08846923072216,0.881024033499794,TRUE
MKC,OXY,FALSE,pp,pp,76.6821582614329,0.84941831383695,-0.21365811120843,0.00926352663949795,0.987853802845944,0.982644134818468,0.00485813225740244,-19.6884655189798,0.0766700702462973,-18.4752490333066,0.0945071709193071,-20.8563189728449,0.0491624410623626,2.62028080981506,0.105505768237443,0.829886956299782,0.827415097556381,4.98761025888254,0.880246973749175,TRUE
MO,OXY,FALSE,pp,pp,71.2995016579849,0.630644307177671,-0.258153470595703,0.0103719090635632,0.987635063857128,0.982426191843793,0.0048163889440649,-10.1629922037195,0.542833379787149,-18.4752490333066,0.0945071709193071,-21.748123799401,0.0423739418515123,1.83354434869787,0.175709477726552,0.477763868719404,0.827415097556381,4.87364941498683,0.852840551126135,TRUE
MRO,OXY,FALSE,pp,pp,48.7358612410461,0.443347415074537,0.528100688320845,0.0121780276730041,0.986646878800381,0.981441602896202,0.00493049041526186,-6.84197189856677,0.728086275427883,-18.4752490333066,0.0945071709193071,-22.7297633235464,0.034901612776176,2.08266069735977,0.148980292054153,0.46477020686858,0.827415097556381,3.79314716051578,0.679469295688736,TRUE
NBL,OXY,FALSE,pp,pp,45.5424161316943,0.452001855605186,0.345519914746691,0.0068309877941824,0.984502312436329,0.979304840834273,0.00532398755675354,-9.83100688997379,0.561352158665487,-18.4752490333066,0.0945071709193071,-25.7351110896826,0.019439935433423,2.62052936242012,0.105489243657279,0.832230964591223,0.827415097556381,3.44553664042321,0.666365214495983,TRUE
NKE,OXY,FALSE,pp,pp,71.9376216695605,0.720722904174792,-0.254933315713853,0.0120902103354391,0.988297586153897,0.983086303152376,0.00471161399630421,-9.51289380599417,0.579097117904969,-18.4752490333066,0.0945071709193071,-20.8665962789259,0.0490842092765022,0.838481143554426,0.359831526099383,0.670102962638941,0.827415097556381,5.10970460285471,0.874650089476778,TRUE
NOV,OXY,FALSE,pp,pp,45.2993708321457,0.49499757698519,0.321148838005059,0.0070825048999006,0.98402160985171,0.978825887576821,0.00529737800398478,-5.48741284303653,0.803646183015323,-18.4752490333066,0.0945071709193071,-26.6304592996972,0.0165197654526677,1.99939238141867,0.157362278178046,0.830357920778272,0.827415097556381,3.69315328899945,0.710746093482008,TRUE
NWL,OXY,FALSE,pp,pp,72.5259347254324,0.717554560574612,-0.376235288746477,0.016623499993667,0.987678858106307,0.982469826721102,0.00491952779158621,-0.458337356342559,0.99,-18.4752490333066,0.0945071709193071,-21.1663476908883,0.0468024743464324,1.18002650986743,0.277350598739882,0.599912247879372,0.827415097556381,5.01441861861876,0.895695678317242,TRUE
A,PEAK,FALSE,pp,pp,31.9443209424307,0.314129385948579,-0.122416613963014,0.00560069375743603,0.990795840831716,0.98557546641917,0.00475396307202842,-5.99914868606523,0.775100574132074,-20.0624384546012,0.071171799343757,-23.2400687928235,0.0310171212682546,9.59184451601722,0.00195443510729276,0.578186173236103,0.373546996341379,2.25221303836445,0.388789241946993,TRUE
ABBV,PEAK,FALSE,pp,pp,31.1531105386873,0.285160031666215,-0.086661831111734,0.00385336095327759,0.990090902544811,0.984873093476692,0.00485112483298616,-9.26830093619542,0.592740978291186,-20.0624384546012,0.071171799343757,-24.4747247338461,0.0235506739810626,12.444528518238,0.000419218098480112,1.00276253909197,0.373546996341379,2.23482573171433,0.393676813735928,TRUE
ABMD,PEAK,FALSE,pp,pp,28.6251013505191,0.21541516033773,-0.0229235208084554,0.000978705758283755,0.990371280561142,0.985152451167989,0.00473565109634391,4.36313796625746,0.99,-20.0624384546012,0.071171799343757,-24.6327676104342,0.0230352185875937,16.6160268347255,4.57626779331033e-05,2.29847444791062,0.373546996341379,2.20905189341102,0.380084280842883,TRUE
ABT,PEAK,FALSE,pp,pp,32.8503340467359,0.422553300868035,-0.154569226179661,0.0092593507125704,0.991779785829325,0.986555830737644,0.00458497817486919,-7.82545177234266,0.673225877814931,-20.0624384546012,0.071171799343757,-21.5677515468627,0.0437469517944433,10.317546130426,0.00131771376401701,0.494599204826644,0.373546996341379,2.38849753171565,0.39770368380684,TRUE
ACN,PEAK,FALSE,pp,pp,31.8293264073464,0.305345437302989,-0.0542507024569797,0.00241364574494067,0.990478357968355,0.985259138909276,0.00479418738986352,-14.7868982747819,0.284903011970358,-20.0624384546012,0.071171799343757,-23.8771981363968,0.0261672349284834,12.2341120508773,0.000469236694937925,1.16819428872786,0.373546996341379,2.23519141988629,0.38913218362427,TRUE
ADBE,PEAK,FALSE,pp,pp,29.9387285496984,0.242589797716418,-0.0347059131375872,0.00144635574978195,0.98972436835727,0.984507893145535,0.00484513846233025,0.633750703044283,0.99,-20.0624384546012,0.071171799343757,-24.9801488995749,0.0219022376969433,11.7637221996888,0.000603963290936371,1.64700182603909,0.373546996341379,2.19314397179158,0.386028786113595,TRUE
ADI,PEAK,FALSE,pp,pp,31.3975808150197,0.31211091268097,-0.084022155929138,0.00423319717782158,0.991496845795133,0.986273920351937,0.00465076847738339,-12.2691813992255,0.425346098354596,-20.0624384546012,0.071171799343757,-21.983653566976,0.0405810679022994,10.3691654860062,0.00128137455591282,0.863863188766858,0.373546996341379,2.30666904746625,0.389543686089421,TRUE
ADSK,PEAK,FALSE,pp,pp,29.8197431842033,0.263289250734231,-0.0474549423719389,0.00254648441160449,0.9919493060003,0.986724734006921,0.00456473058917906,-8.06901770893302,0.659639301736849,-20.0624384546012,0.071171799343757,-21.5257128467421,0.0440669541919368,12.6400362522992,0.000377572656290237,1.43518273521945,0.373546996341379,2.33877357277386,0.387701394264764,TRUE
AFL,PEAK,FALSE,pp,pp,33.5464264130264,0.347512352116096,-0.240297604963581,0.00987820394099297,0.989356045726713,0.984140910879696,0.00494736501648857,-7.98231116797641,0.664475959241858,-20.0624384546012,0.071171799343757,-24.9012039168767,0.0221597160344524,9.59089831053174,0.00195544253835778,0.297041810367324,0.373546996341379,2.18395127841609,0.392388697827975,TRUE
AJG,PEAK,FALSE,pp,pp,33.2270547183725,0.380615893843185,-0.149639800863503,0.0073770691682773,0.990956835691112,0.985735875401373,0.00468307600546614,-3.75022461521679,0.900444040375721,-20.0624384546012,0.071171799343757,-23.0481942022127,0.0324776880516549,12.0499448943641,0.000517939106336796,0.434027354795577,0.373546996341379,2.29496883671374,0.39036131384559,TRUE
ALGN,PEAK,FALSE,pp,pp,28.8964084256308,0.217919331792666,-0.0249203948482316,0.000992760380349311,0.989714143425713,0.984497705423578,0.00486136796487269,-1.2157465044547,0.984006936017463,-20.0624384546012,0.071171799343757,-25.3415522271118,0.0207235240565807,12.5879460737075,0.000388242565531605,2.46547916864556,0.373546996341379,2.1623422962345,0.381860096461704,TRUE
AME,PEAK,FALSE,pp,pp,35.5273257133488,0.416740672359987,-0.172116519336203,0.00705450610628345,0.988382281963164,0.983170690744703,0.00503860017233746,-4.45509813793782,0.861230681380277,-20.0624384546012,0.071171799343757,-26.3775834067452,0.0173445178598268,8.2241857378304,0.00413357479545895,0.596999642633296,0.373546996341379,2.1819466209679,0.399360219812243,TRUE
AMZN,PEAK,FALSE,pp,pp,29.5194292335686,0.229362146569722,-0.0046950342503415,0.000188074936706804,0.989758644310457,0.984542044364931,0.00485651194094387,-2.27492679849937,0.960780330835012,-20.0624384546012,0.071171799343757,-25.2172947924357,0.0211287885409102,11.8185563060531,0.000586433134232789,11.3208167161912,0.373546996341379,2.16620059569789,0.38215132941622,TRUE
ANSS,PEAK,FALSE,pp,pp,32.9010714602531,0.329411233394297,-0.0650208420512182,0.00270353865260394,0.989097753505183,0.983883558610674,0.00495508027425572,-3.61855984188241,0.906374886021413,-20.0624384546012,0.071171799343757,-26.2988200052701,0.0176014039718414,12.1232047256687,0.000497982495842098,1.29143882848815,0.373546996341379,2.19161953072087,0.394479253215753,TRUE
ANTM,PEAK,FALSE,pp,pp,30.3696891314298,0.273328842541013,-0.0285730223120708,0.00144185209680745,0.991957946446213,0.986733343009345,0.00458093870995068,-6.38755969589837,0.753434261475482,-20.0624384546012,0.071171799343757,-21.5026818558434,0.0442422681831658,10.6056755992001,0.00112741055767029,1.87923846851221,0.373546996341379,2.30751134391729,0.383808847202732,TRUE
AON,PEAK,FALSE,pp,pp,31.6465408012716,0.322707292772098,-0.0519552095835767,0.00264462219269926,0.991946908987608,0.98672234571721,0.00460195354567006,-13.3371433697099,0.365773127012186,-20.0624384546012,0.071171799343757,-20.9405591434539,0.0485211972445764,9.63520538073455,0.00190882860098418,1.00843839336829,0.373546996341379,2.31208349799224,0.386281473665319,TRUE
AOS,PEAK,FALSE,pp,pp,29.892368857205,0.252721999365709,-0.0920606937716018,0.00444974267280617,0.991851495967402,0.986627279915,0.0046049929461091,-17.2559955923574,0.14717201797736,-20.0624384546012,0.071171799343757,-21.7480223891797,0.0423747137953131,12.2781808586521,0.000458284872254855,0.487469074063325,0.373546996341379,2.284049562347,0.381892917269259,TRUE
APH,PEAK,FALSE,pp,pp,31.2023324372928,0.303718543747064,-0.0816480744005047,0.00411512663604466,0.991840763703209,0.986616586706643,0.00460954484836063,-8.88468897167717,0.614139590976322,-20.0624384546012,0.071171799343757,-21.3176185043002,0.045650987197123,9.83735540279181,0.00171003171788975,0.616029923887933,0.373546996341379,2.30686771225345,0.386081457121764,TRUE
APTV,PEAK,FALSE,pp,pp,32.0917874807111,0.329040679632811,-0.0935405208688637,0.00446013471763466,0.990723351141506,0.985503240526552,0.00476876882877342,-10.6330790043517,0.516611034538466,-20.0624384546012,0.071171799343757,-22.8168885035029,0.0342384080056169,11.3108420239524,0.000770558206616867,0.972520358089688,0.373546996341379,2.27636101964644,0.39411829309446,TRUE
ATVI,PEAK,FALSE,pp,pp,29.2446384922819,0.234432655704579,-0.0774198259070177,0.00367851447553567,0.991583573122168,0.986360332069126,0.00463905361849926,-7.93420258811461,0.667159548291505,-20.0624384546012,0.071171799343757,-22.3458922909148,0.0378236738869584,11.7667480401699,0.000602982294356735,0.69005988384965,0.373546996341379,2.27435270613358,0.383109897928441,TRUE
AVY,PEAK,FALSE,pp,pp,30.782921911267,0.262680675004583,-0.067833380064816,0.0028095067643589,0.990175955102541,0.984957836519235,0.00484698128916638,-6.43631930868538,0.750714356557978,-20.0624384546012,0.071171799343757,-24.3083059527919,0.0240934473101792,11.2268222380184,0.000806235732786376,0.792612413769709,0.373546996341379,2.18900763013428,0.38526261786252,TRUE
BA,PEAK,FALSE,pp,pp,30.3332044248453,0.243396087863003,-0.0260960005477222,0.000984970529151424,0.988603759208759,0.983391362011351,0.00500451754560779,1.10941513905403,0.99,-20.0624384546012,0.071171799343757,-26.2780291334886,0.0176692132096002,11.577863307065,0.000667415868013665,2.2654752096621,0.373546996341379,2.12354974408207,0.386084078448632,TRUE
BAC,PEAK,FALSE,pp,pp,31.376627892394,0.285357316887989,-0.279488917411572,0.0121887335112136,0.990729887108607,0.985509752708583,0.00473406969153613,-3.77841603437967,0.898977309703479,-20.0624384546012,0.071171799343757,-22.8340514479371,0.0341077621162049,8.51670094673429,0.00351901850230818,0.265150137935072,0.373546996341379,2.22267640661732,0.382167408100253,TRUE
BAX,PEAK,FALSE,pp,pp,31.4193144887709,0.322116526278948,-0.113364485326039,0.00604864433745379,0.992328293008416,0.987102341841531,0.00452699183017127,-5.60950959487125,0.796835391527353,-20.0624384546012,0.071171799343757,-21.3970339666741,0.0450464694959384,12.0634406285057,0.000514203028698201,0.475927656105939,0.373546996341379,2.3359791262104,0.383983279146546,TRUE
BBY,PEAK,FALSE,pp,pp,30.3504397381492,0.264294438687815,-0.106276854499826,0.0049004451537747,0.990398886876555,0.985179957021122,0.00475802088157914,-6.66941533799521,0.737711812031224,-20.0624384546012,0.071171799343757,-22.6860299231366,0.03523451538595,8.75752206289822,0.00308327686719923,0.854617714862968,0.373546996341379,2.25687556571355,0.390019575801051,TRUE
BKNG,PEAK,FALSE,pp,pp,32.0940758911854,0.310036736308226,-0.00407121148317012,0.000176632072947252,0.989920628597368,0.984703439174017,0.00484404640991283,-16.8616393148586,0.16916996909118,-20.0624384546012,0.071171799343757,-23.7728916959984,0.0269612250115666,11.9234522277515,0.000554316624916451,21.7197809622158,0.373546996341379,2.21938568984173,0.390419269464657,TRUE
BLK,PEAK,FALSE,pp,pp,32.3193591419412,0.333639276393197,-0.0178700381438956,0.000835016077011551,0.99007313178497,0.984855387386511,0.00480572650580081,-8.54690091375838,0.632982058077539,-20.0624384546012,0.071171799343757,-23.8473675692894,0.0263943079104156,10.5547304561397,0.00115891111447242,4.34355207919646,0.373546996341379,2.26470158453959,0.395312060985422,TRUE
BR,PEAK,FALSE,pp,pp,30.2454186879053,0.255859006917002,-0.0697365229946908,0.0031458935184303,0.99083152312581,0.98561101886165,0.00468240634564119,2.18681146508879,0.99,-20.0624384546012,0.071171799343757,-23.3176862050725,0.0304262904876736,12.2463308441142,0.000466173926045199,0.589842481779167,0.373546996341379,2.24370101958339,0.381639639344509,TRUE
C,PEAK,FALSE,pp,pp,33.2186778862285,0.413254114930513,-0.13021198468521,0.00715984362395922,0.991985995020768,0.986761289512193,0.00463282654012731,-7.72490027406224,0.678834833649546,-20.0624384546012,0.071171799343757,-20.7676413133055,0.0498374634482896,8.76659681118238,0.00306797357058064,0.719084867839385,0.373546996341379,2.3504716763324,0.395262393626462,TRUE
CAT,PEAK,FALSE,pp,pp,31.3490467652851,0.31181238182089,-0.0559935789596113,0.00285679035260345,0.991540568123093,0.986317483569756,0.00460901892233156,-1.54433019275497,0.97876266085425,-20.0624384546012,0.071171799343757,-21.6836691362119,0.0428645765926186,9.80649199717115,0.00173896897231673,1.24822761833486,0.373546996341379,2.31329425529155,0.387237249980084,TRUE
CBOE,PEAK,FALSE,pp,pp,30.7824602711693,0.261372631505093,-0.0640688212400581,0.00267757920922399,0.990627144247561,0.985407383739594,0.00475354248813606,-5.98129038846088,0.776096744296191,-20.0624384546012,0.071171799343757,-24.2586177753925,0.0242555048453563,13.2017562379019,0.000279686902745158,0.899090203915615,0.373546996341379,2.19502028208494,0.37891710373657,TRUE
CCL,PEAK,FALSE,pp,pp,31.5289431344212,0.316030397622498,-0.115223786848133,0.00579336732092392,0.991894823415492,0.986670449689958,0.00462594270393811,-17.1501398087974,0.153076857039733,-20.0624384546012,0.071171799343757,-21.6976025299018,0.0427585143363361,10.9517641379114,0.000935145381658065,0.600546938922432,0.373546996341379,2.30558499005727,0.387194406811365,TRUE
CDNS,PEAK,FALSE,pp,pp,29.9760157568696,0.260545300998599,-0.142291942596431,0.00721262846346982,0.992367379266541,0.987141285860659,0.0045673857081839,-8.33791291722798,0.644639810200085,-20.0624384546012,0.071171799343757,-20.8382494066588,0.0492999882387649,12.0881624830115,0.000507429586676156,0.341604918411885,0.373546996341379,2.30988121714856,0.382967819994224,TRUE
CE,PEAK,FALSE,pp,pp,31.536277569742,0.295807679249866,-0.0760432228019447,0.00336005901658149,0.990375272510936,0.985156428590658,0.00484604835771895,-11.2800740570397,0.480520406971474,-20.0624384546012,0.071171799343757,-23.2956269537902,0.0305942075088225,8.50563601368615,0.00354048139314511,0.963895604057005,0.373546996341379,2.23092195460436,0.392503549209055,TRUE
CHRW,PEAK,FALSE,pp,pp,33.6101442644656,0.450127436577666,-0.112193956966925,0.00649461529744722,0.99157652999653,0.986353314574161,0.004607070797824,-12.8209780770703,0.394565819108156,-20.0624384546012,0.071171799343757,-21.097567349452,0.0473260365426197,9.59599232968703,0.00195002510845643,0.811259252522967,0.373546996341379,2.37385634506159,0.397209316197177,TRUE
CI,PEAK,FALSE,pp,pp,30.7466630653125,0.280233054494662,-0.0326183433212558,0.00157466744786275,0.9921905263172,0.986965076497766,0.00463456667860987,-13.0955588954682,0.379249173312077,-20.0624384546012,0.071171799343757,-21.3049338385028,0.0457475440234498,10.287375610096,0.00133943459618469,1.97382690561544,0.373546996341379,2.28336093518278,0.384008586135537,TRUE
CMA,PEAK,FALSE,pp,pp,31.0523405339017,0.274856071901246,-0.0921778585121472,0.00401936206374922,0.990678580327614,0.985458632638352,0.00471182652826659,-1.64345672900275,0.97718057735294,-20.0624384546012,0.071171799343757,-22.5679079516173,0.036133670544753,9.34414563180665,0.00223698915537685,0.758876230570143,0.373546996341379,2.22258375863515,0.380420260370713,TRUE
CME,PEAK,FALSE,pp,pp,30.9452055963646,0.267625668515754,-0.0515963523716244,0.00219591378445753,0.99067899502029,0.985459045821918,0.00471088998522082,-3.6415484420517,0.905339363491265,-20.0624384546012,0.071171799343757,-22.6141092399615,0.0357819821482279,7.97126230203741,0.00475257855093625,1.03793990697809,0.373546996341379,2.20699338641653,0.377654624200329,TRUE
COF,PEAK,FALSE,pp,pp,34.7503354784409,0.438362562468667,-0.114394847095799,0.00548957542230347,0.990423158926788,0.985204140742816,0.00482389089764901,-12.4556842232621,0.41494261237038,-20.0624384546012,0.071171799343757,-22.7796869151104,0.034521589869994,7.90194419788502,0.00493816922907431,1.02223533584369,0.373546996341379,2.27999784626613,0.399332652337512,TRUE
CPRT,PEAK,FALSE,pp,pp,30.5203245131624,0.264873471231007,-0.166169100571398,0.00753540216666898,0.990673671243133,0.985453741418545,0.00469300076801544,2.31633245914261,0.99,-20.0624384546012,0.071171799343757,-23.6198123252865,0.0281264790630475,10.9243060261063,0.000949107491790446,0.322054400739518,0.373546996341379,2.24687952537536,0.383109142012396,TRUE
CRM,PEAK,FALSE,pp,pp,32.1691240487513,0.304800944760823,-0.0779066482576345,0.00319406711199716,0.988769685227826,0.983556684208217,0.00501247492711924,-18.2337686983262,0.09805749280865,-20.0624384546012,0.071171799343757,-26.6509225888558,0.0164530246226307,9.71592384410895,0.00182678227377964,1.24448951996063,0.373546996341379,2.18214269824691,0.397271743625951,TRUE
CSCO,PEAK,FALSE,pp,pp,32.092711727033,0.345021344040781,-0.220453343402948,0.0113769639972918,0.99123960565316,0.986017616333845,0.00464007200547598,-9.68288496865869,0.569614684127591,-20.0624384546012,0.071171799343757,-21.7686181488996,0.0422179370046497,9.77069799907148,0.00177315123927757,0.327859659221024,0.373546996341379,2.31922335069081,0.390883517518075,TRUE
CTAS,PEAK,FALSE,pp,pp,29.9545644621705,0.254298882969956,-0.0378382260344834,0.00183015546260393,0.991680569216491,0.986456975184479,0.00459259558947243,-7.63735975347735,0.683718012141133,-20.0624384546012,0.071171799343757,-22.1201873243323,0.039541760560079,11.4256378155415,0.000724375543702527,1.11688167886449,0.373546996341379,2.28443174868205,0.381028184356505,TRUE
CTL,PEAK,FALSE,pp,pp,15.9968272368505,0.407278844973257,0.557438663889658,0.0184655886847805,0.987767027026392,0.982557674785232,0.00520656936845091,-11.0173499891649,0.49517566043464,-20.0624384546012,0.071171799343757,-29.6831578014726,0.00943559627350171,13.9411353909187,0.000188625037375378,0.34343221023126,0.373546996341379,2.0213724362489,0.382138898485058,TRUE
CTSH,PEAK,FALSE,pp,pp,33.050391683949,0.360737965634374,-0.117413510733043,0.00543543834062082,0.989752297472974,0.984535720624256,0.00490562466435572,-11.4285221908084,0.472239684751727,-20.0624384546012,0.071171799343757,-24.3250755064578,0.0240387535645972,11.586815449221,0.00066421058570687,0.830904750103708,0.373546996341379,2.25922023240417,0.402444199931677,TRUE
CTXS,PEAK,FALSE,pp,pp,32.0397184065405,0.365617378737004,-0.0870904329424378,0.0049336252318996,0.991907868608527,0.986683447410166,0.00458638194468398,-12.8666585691277,0.392017673463039,-20.0624384546012,0.071171799343757,-21.2012201161986,0.0465370222826506,9.31183150911721,0.00227678771464224,0.983332811964386,0.373546996341379,2.36423341514116,0.393738764967679,TRUE
CXO,PEAK,FALSE,pp,pp,33.2338423294411,0.465236009276161,-0.0562868862320036,0.00355853654761434,0.991327672154738,0.986105362352179,0.00472161433565198,-18.6881178934058,0.0913775041759214,-20.0624384546012,0.071171799343757,-21.3441014176144,0.0454493968594378,4.77232294081001,0.0289207783366061,2.52862070753403,0.373546996341379,2.41008551772705,0.413076598238493,TRUE
